										
										
		SAM ALLEN WHOLESALE	SAM ALLEN WHOLESALE	SAM ALLEN WHOLESALE	SAM ALLEN WHOLESALE	SAM ALLEN WHOLESALE	SAM ALLEN WHOLESALE	SAM ALLEN WHOLESALE	SAM ALLEN WHOLESALE	SAM ALLEN WHOLESALE
		STOCKIST PRICE LIST	STOCKIST PRICE LIST	STOCKIST PRICE LIST	STOCKIST PRICE LIST	STOCKIST PRICE LIST	STOCKIST PRICE LIST	STOCKIST PRICE LIST	STOCKIST PRICE LIST	STOCKIST PRICE LIST
		To Order  -  Phone: (07) 3902 7222     Free Fax: 1800 811 079     E-mail: sales@samallen.com.au	To Order  -  Phone: (07) 3902 7222     Free Fax: 1800 811 079     E-mail: sales@samallen.com.au	To Order  -  Phone: (07) 3902 7222     Free Fax: 1800 811 079     E-mail: sales@samallen.com.au	To Order  -  Phone: (07) 3902 7222     Free Fax: 1800 811 079     E-mail: sales@samallen.com.au	To Order  -  Phone: (07) 3902 7222     Free Fax: 1800 811 079     E-mail: sales@samallen.com.au	To Order  -  Phone: (07) 3902 7222     Free Fax: 1800 811 079     E-mail: sales@samallen.com.au	To Order  -  Phone: (07) 3902 7222     Free Fax: 1800 811 079     E-mail: sales@samallen.com.au	To Order  -  Phone: (07) 3902 7222     Free Fax: 1800 811 079     E-mail: sales@samallen.com.au	To Order  -  Phone: (07) 3902 7222     Free Fax: 1800 811 079     E-mail: sales@samallen.com.au
				DATE:	21.02.25					
				Please note: Prices are subject to change without notice.						
		SAW #	DESCRIPTION	STOCKIST PRICE EX GST	MU	GP	RRP INC GST	BARCODE	2020 CATALOGUE PAGE NO.	NOTES
		500536K	Bellows CEF Volvo 3888916 Drive kit with hose clamps	84.2	0.5002159360829216	42.118181818181995	138.95000000000022	9330420174250	592	
		500537K	Bellows CEF Volvo-Penta OE3594509	88.8	0.49979524979524764	44.38181818181799	146.4999999999998	9330420199604	592	
		500538K	Bellows CEF Volvo Exhaust OEM3588753	97.6818181818182	0.49976733364355486	48.8181818181818	161.15	9330420183825	592	
		500540K	Bellows CEF Volvo OE3852742	66	0.5	33	108.9	9330420199130	591, 592	
		500600	Fuel line CEF universal	59.7636363636364	0.44965013690294947	26.872727272727197	95.29999999999997	9330420183153	529	
		500621	CEF primer bulb kit	53.1	0.4500941619585687	23.9	84.7	9330420149425	529	
		500700K	Rudder bearing synthetic rubber 22mm ID x 29mm OD x 75mm	17	0.5989304812834236	10.181818181818201	29.900000000000023	9330420160574	49	
		500701K	Rudder bearing synthetic rubber 22mm ID x 36mm OD x 80mm	16.5545454545455	0.6007688083470576	9.9454545454545	29.150000000000002	9330420160581	49	
		500705K	Rudder bearing synthetic rubber 35mm ID x 54mm OD x 140mm	30	0.6	18	52.800000000000004	9330420160628	49	
		500706K	Rudder bearing synthetic rubber 40mm ID x 54mm OD x 140mm	31	0.5997067448680355	18.5909090909091	54.55000000000002	9330420160635	49	
		500800	FAGK 3/8 IMPELLER PUMP Johnson 10-24341 EQUIVELANT	503.594658	0.5000339636428213	251.814432909091	830.9500000000002	9330420176162		
		501001	CEF Volvo drive seal 854932	56.6545454545454	0.4995186136071909	28.300000000000097	93.45000000000006	9330420090536	592	
		501006	CEF clamp ring Volvo OE804190	40.0363636363636	0.49977293369663944	20.009090909090894	66.04999999999995	9330420141474	592	
		501007	CEF clamp ring Volvo OE813967	50.0545454545455	0.5001816200508524	25.036363636363596	82.60000000000001	9330420141481	592	
		501011	CEF hose 875822-9	42.4	0.4997855917667241	21.190909090909102	69.95000000000002	9330420011487	592	
		501030	Padlock Relaxn 99% SS 30mm standard hasp	10.0545454545455	0.5009041591320013	5.0363636363636	16.600000000000012	9330420136555	90	
		501030-8	Padlock Relaxn 99% SS 30mm standard hasp - pack of 8	73.1181818181818	0.5000621658585085	36.563636363636206	120.6499999999998	9330420238068		
		501032	Padlocks Relaxn 99% SS 30mm std hasp 2 keyed alike	23.5181818181818	0.4998067259373815	11.7545454545455	38.80000000000003	9330420137217	90	
		501032-6	Padlocks Relaxn 99% SS 30mm std hasp 2 keyed alike - pack of 6	128.281818181818	0.49989369995039595	64.12727272727298	211.65000000000012	9330420238075		
		501034	Padlocks Relaxn 99% SS 30mm std hasp 4 keyed alike	47.0545454545454	0.5001931993817639	23.536363636363696	77.65	9330420137224	90	
		501034-3	Padlocks Relaxn 99% SS 30mm std hasp 4 keyed alike - pack of 3	128.336363636364	0.49996458170999064	64.16363636363599	211.75000000000003	9330420238082		
		501035	Padlock Relaxn 99% SS 30mm long hasp	11.0181818181818	0.5016501650165001	5.527272727272701	18.199999999999953	9330420137194	90	
		501035-6	Padlock Relaxn 99% SS 30mm long hasp - pack of 6	60.1181818181818	0.5000756086496302	30.063636363636398	99.20000000000003	9330420238099		
		501039	Padlocks Relaxn 99% SS 30mm std hasp 10 keyed alike	117.609090909091	0.49996135116332957	58.8	194.0500000000001	9330420204506	90	
		501040	Padlock Relaxn 99% SS 40mm standard hasp	13.5090909090909	0.500672947510097	6.763636363636397	22.30000000000003	9330420136562	90	
		501040-6	Padlock Relaxn 99% SS 40mm standard hasp - pack of 6	73.6818181818182	0.49969154842689656	36.8181818181818	121.55000000000001	9330420238105		
		501042	Padlocks Relaxn 99% SS 40mm std hasp 2 keyed alike	31.9454545454545	0.4997154240182147	15.9636363636364	52.699999999999996	9330420137231	90	
		501042-6	Padlocks Relaxn 99% SS 40mm std hasp 2 keyed alike - pack of 6	174.236363636364	0.5000521757278461	87.12727272727199	287.4999999999996	9330420238112		
		501044	Padlocks Relaxn 99% SS 40mm std hasp 4 keyed alike	63.8636363636364	0.5003558718861197	31.954545454545396	105.39999999999999	9330420137248	90	
		501044-3	Padlocks Relaxn 99% SS 40mm std hasp 4 keyed alike - pack of 3	174.181818181818	0.5000000000000002	87.09090909090904	287.39999999999975	9330420238129		
		501045	Padlock Relaxn 99% SS 40mm long hasp	14.8727272727273	0.5006112469437612	7.445454545454499	24.54999999999998	9330420137200	90	
		501045-6	Padlock Relaxn 99% SS 40mm long hasp - pack of 6	81.1181818181818	0.5000560349658171	40.56363636363622	133.84999999999982	9330420238136		
		501049	Padlocks Relaxn 99% SS 40mm std hasp 10 keyed alike	159.672727272727	0.49994306536096833	79.82727272727303	263.45000000000005	9330420204513	90	
		501050	Padlock Relaxn 99% SS 50mm standard hasp	17.2	0.5010570824524302	8.6181818181818	28.39999999999998	9330420136579	90	
		501050-6	Padlock Relaxn 99% SS 50mm standard hasp - pack of 6	93.8363636363636	0.5001937608990482	46.936363636363396	154.8499999999997	9330420238143		
		501052	Padlocks Relaxn 99% SS 50mm std hasp 2 keyed alike	40.5909090909091	0.4994400895856669	20.272727272727302	66.95000000000005	9330420214154		
		501052-6	Padlocks Relaxn 99% SS 50mm std hasp 2 keyed alike - pack of 6	221.4	0.4999589389833288	110.690909090909	365.29999999999995	9330420238150		
		501053	Padlocks Relaxn 99% SS 50mm std hasp 4 keyed alike	81.1545454545454	0.4999439901422695	40.572727272727604	133.90000000000032	9330420214161		
		501053-6	Padlocks Relaxn 99% SS 50mm std hasp 4 keyed alike - pack of 6	442.681818181818	0.49994866002669736	221.31818181818198	730.4000000000001	9330420238167		
		501055	Padlock Relaxn 99% SS 50mm long hasp	18.9181818181818	0.4992791926958226	9.445454545454599	31.200000000000042	9330420137774	90	
		501055-6	Padlock Relaxn 99% SS 50mm long hasp - pack of 6	103.2	0.5001761804087403	51.61818181818201	170.30000000000024	9330420238174		
		501080	Key Float Assy Cork	4.2	0.3961038961038951	1.6636363636363596	6.449999999999997	9330420210309		
		501160	Padlock heavy duty brass mechanism SS armoured 63mm	29.9818181818182	0.49939357186173183	14.972727272727205	49.449999999999946	9330420137293	90	
		50118	Tape reflective 50.8mm x 50m SOLAS approved	294.5	0.5000771724031478	147.27272727272702	485.94999999999976	9330420011821	712	
		50118-400	Reflective tape 50mm x 400mm SOLAS approved	3.62727272727273	0.4912280701754377	1.78181818181818	5.950000000000002	9330420101744		
		50120	Tape reflective 50mm x 10m roll	68.2	0.45227939216208946	30.8454545454545	108.94999999999996	9330420011838	712	
		50121	24in MAGNUM LIFEBUOY RING MADE IN ITALY EACH	80	0.49999999999999983	39.999999999999986	132	9330420087109	699	
		50123	Lifebuoy round foam filled SOLAS approved 750mm OD 2.5kg	70.6636363636364	0.5000643252283538	35.3363636363636	116.60000000000001	9330420011852	699	
		50123-5	Lifebuoy round foam filled SOLAS approved 750mm OD 2.5kg - pack of 5	323.2525	0.40053757581851024	129.47477272727298	498.00000000000034	9330420198102		
		50124	Lifebuoy round foam filled SOLAS approved 750mm OD 4.0kg	122	0.5	61	201.3	9330420011869	699	
		501255	Light lifebuoy Wescom L161 SOLAS approved intrinsically safe	315.7	0.2500359950470828	78.93636363636404	434.1000000000005	9330420213355		
		50127	PERSONAL RESCUE DEVICE MADE IN ITALY	67.45	0.5001010849787695	33.731818181818	111.29999999999981	9330420183580	701	
		50132	Lifebuoy holder only suit 750mm diam & 60 x 40mm or 100 x 50mm post	323.95	0.4999508902889057	161.959090909091	534.5000000000001	9330420176827	700	
		50133	Lifebuoy holder post suit 50132 zinc plated steel 60 x 40 x 1500mm	278.472727272727	0.40000652911987455	111.39090909090896	428.8499999999996	9330420176834	700	
		50134	Lifebuoy holder post suit 50132 zinc plated steel 100 x 50 x 2000mm	334.4	0.4999728142670727	167.1909090909091	551.75	9330420176841	700	
		50136	Lifebuoy holder only suit 750mm diameter & 100 x 50mm post	426.6	0.4500490133401523	191.99090909090899	680.4499999999999	9330420198256	700	
		50138	Throw line and holder	79.8090909090909	0.45005125868550316	35.918181818182106	127.30000000000031	9330420204216	700	
		50138-10	Throw line and holder - pack of 10	714	0.45002546473134447	321.31818181817994	1138.849999999998	9330420233049		
		50143	Light lifejacket LED water activated SOLAS approved	21.4272727272727	0.4997878659312686	10.709090909090897	35.34999999999996	9330420027532		REPLACES 50142 AFTER AUG. 2020
		50144	LED LIFE BUOY LIGHT MAN. ACTIVATED	21.4272727272727	0.4997878659312686	10.709090909090897	35.34999999999996	9330420173628	705	
		50146	Light lifebuoy LED water activated	35.3181818181818	0.5006435006435015	17.6818181818182	58.300000000000004	9330420165494	705	
		50146BKT	Replacement bracket suit 50146 LED lifebuoy light	6.65	0.49692412850307666	3.30454545454546	10.950000000000006	9330420215168		
		50147	LED life raft light integrated	52.0363636363636	0.49982529699510847	26.0090909090909	85.84999999999997	9330420100358		
		50148	LED LIFERAFT LIGHT MADE IN CHINA EACH	70.6454545454545	0.4998069746493318	35.3090909090905	116.54999999999951	9330420163087	704	
		50170	LED WATERPROOF SIGNALING TORCH	14.8636363636364	0.5015290519877625	7.454545454545398	24.54999999999998	9330420173499	711	
		50190	Flare kit Commercial - 3 x red para , 2 x red hand & 1 x orange smoke	219.1	0.24994813493215876	54.76363636363598	301.2499999999996	9330420181296		
		50200	Flare parachute rocket red MK8A	51.8	0.2495612495612492	12.927272727272708	71.19999999999999	9330420011913	714	
		50202	Flare parachute rocket illuminating MK8 white	72.8	0.25000000000000006	18.200000000000003	100.10000000000001	9330420011937		
		50204	Flare red hand MK8	20.3	0.24944021495745802	5.063636363636398	27.90000000000004	9330420011944	714	
		50206	Flare orange hand smoke	23.1	0.24950806768988731	5.763636363636397	31.750000000000043	9330420011951	714	
		50207	Flare kit inshore incl 2 red hand & 2 orange smoke	78.4	0.24999999999999992	19.599999999999994	107.80000000000001	9330420011968	714	
		50207-10	Flare kit inshore incl 2 red hand & 2 orange smoke - pack of 10	744.8	0.25000000000000006	186.20000000000005	1024.1000000000001	9330420094602		
		50210	Flare white hand MK8 collision / navigation	23.87	0.2491906920059404	5.948181818181798	32.79999999999998	9330420011982		
		50218	304 SS 4 HOOK ROPE HANGER MADE IN TAIWAN	20.9818181818182	0.6009532062391673	12.609090909090902	36.95000000000002	9330420118407	702	
		50220	Fire extinguisher 1.0kg 1A:20B:E	23.248	0.4057905274354009	9.4338181818182	35.950000000000024	9330420012033	717	
		50220-12	Fire extinguisher 1.0kg 1A:20B:E - pack of 12	261.545454545455	0.40059089329162134	104.77272727272697	402.9500000000002	9330420198119		
		50223	Lifebuoy G304 SS bracket	7	0.5	3.5	11.55	9330420090789	701	
		50223HD	HD S/S LIFEBUOY BRACKET 304G 175mmL x 25mmW x 3mmThick	7.41818181818182	0.5992647058823576	4.445454545454581	13.050000000000042	9330420466248	701	
		50228	Fire extinguisher 4.5kg 3A:60B:E	72.24	0.4025218967079458	29.078181818182003	111.4500000000002	9330420012064	717	
		50228T	FIRE EXTINGUISHER TEST TAG & RING	1.5	0.6363636363636335	0.9545454545454501	2.6999999999999953	9330420180190	717	
		50229	Fire extinguisher 2.5kg 3A:40B:E	49.344	0.39926748024996966	19.701454545454503	75.94999999999996	9330420012071	717	
		5023	Valve non-return spring loaded 1 BSPF	35.6363636363636	0.4502551020408184	16.045454545454604	56.85000000000002	9330420049510	431	
		50230	FIRE FIGHTING PORT 67MM	14.5	0.501567398119124	7.272727272727298	23.95000000000003	9330420120202	717	
		50232	Bung tapered timber 150mm long 20-45mm diameter	4.30909090909091	0.2974683544303791	1.2818181818181795	6.1499999999999995	9330420131949	162, 712	
		50233	Fire extinguisher 600G 1A:5B:E	21.04	0.4020912547528518	8.46	32.45	9330420183184	717	
		50233-12	Fire extinguisher 600G 1A:5B:E - pack of 12	236.709090909091	0.39968507565865286	94.60909090909098	364.4500000000002	9330420124897		
		50235	Signal mirror with lanyard	5	0.8	4	9.9	9330420106046		
		50236	V distress sheet orange	12.6	0.4502164502164523	5.672727272727299	20.10000000000003	9330420002751	713	
		50236-20	V distress sheet orange - pack of 20	224	0.3999594155844152	89.59090909090901	344.94999999999993	9330420102635		
		50237	Signalling mirror round with centre focus hole	5.65	0.496379726468223	2.80454545454546	9.300000000000008	9330420117912	713	REPLACES 50752
		50238	Signalling mirror SS polished	4.335	0.44699591066373007	1.9377272727272699	6.899999999999998	9330420012088	713	
		50238-10	Signalling mirror SS polished - pack of 10	40.8	0.40040106951871574	16.3363636363636	62.849999999999966	9330420213072		
		5024	Valve non-return spring loaded 1-1/4 BSPF	39.4272727272727	0.45031127507493807	17.7545454545455	62.90000000000003	9330420049524	431	
		50241	Day shape ball 350mm	11.7909090909091	0.6075558982266795	7.1636363636363996	20.85000000000005	9330420012095	725	
		50242	Day shape cone 470mm	14.4909090909091	0.6060225846925981	8.781818181818199	25.60000000000003	9330420012101	725	
		50243	Day shape ball 610mm netting	33.2	0.6004928806133613	19.936363636363595	58.44999999999996	9330420176155	725	
		50243C	Day shape cone 610mm netting	33.2	0.6004928806133613	19.936363636363595	58.44999999999996	9330420169294	725	
		50243D	Day shape diamond 610mm netting	33.2	0.6004928806133613	19.936363636363595	58.44999999999996	9330420179828	725	
		50244	Safety grab bag Pains Wessex	22.88	0.40058804831531897	9.165454545454498	35.24999999999995	9330420120622	714	
		50245	Flare container Pains Wessex small poly bottle	19.36	0.39932381667918915	7.730909090909101	29.80000000000001	9330420012118	714	
		50248	First aid kit suit Aust Sailing safety category 5-7	101.824	0.40125921375921186	40.85781818181799	156.9499999999998	9330420138290	728	
		50249	Medical cabinet Marine Scale F including medication pack	434.881818181818	0.3999623722223393	173.93636363636398	669.7000000000003	9330420012125	727	
		50249M	Medical cabinet Marine Scale F medication pack only	81.8181818181818	0.4000000000000059	32.7272727272732	126.00000000000051	9330420190557		
		50251	First aid kit Marine Scale G including medication pack	272.736363636364	0.39995333488883583	109.081818181818	420.0000000000002	9330420012149	727	
		50251M	First aid kit Marine Scale G medication pack only	47.7272727272727	0.40000000000000047	19.0909090909091	73.49999999999999	9330420229844		
		50253	First aid kit Cruiser general purpose suit coastal cruising	60.656	0.4005959089710086	24.298545454545497	93.45000000000006	9330420089578	728	
		50259	First aid kit Marine Scale E prescription medication excluded	1112.25454545455	0.603377251773626	671.1090909090899	1961.7000000000041	9330420031935		
		50261	Container watertight white PVC cylindrical with screw top 6 litres	33.3	0.44963144963145063	14.972727272727305	53.10000000000004	9330420094411		
		50262	Container watertight white PVC cylindrical with screw top 8 litres	39.6	0.4497245179063358	17.809090909090898	63.14999999999999	9330420176858	714	
		50263	Container watertight white PVC cylindrical with screw top 12 litre	42.3	0.4496024070492154	19.01818181818181	67.44999999999999	9330420176865	714	
		50264	Container watertight white PVC cylindrical with screw top 15 litre	47.7	0.4503525824280544	21.4818181818182	76.10000000000002	9330420176872	714	
		50266	CONTAINER AND LID 1.5L - ORANGE WITH BLACK CORD 135X93X197MM	8.4	0.5097402597402618	4.281818181818199	13.95000000000002	9330420095951		
		50268	Light LED strobe 3s white IP68 waterproof photo sensor 4 x C cell	34.6545454545454	0.5988982161594986	20.7545454545455	60.949999999999996	9330420012194	706	
		50271	Light LED flashing 1.5s yellow 50m waterproof photo sensor 1 x D cell	38.1	0.4495347172512519	17.127272727272697	60.74999999999997	9330420145021	706	
		50272	Light LED flashing 1.5s white 50m waterproof photo sensor 1 x D cell	38.1	0.4495347172512519	17.127272727272697	60.74999999999997	9330420131994	706	
		50275	FIRE BLANKET 1m x 1m	13	0.6013986013985999	7.818181818181799	22.89999999999998	9330420012224	717	
		50276	Light LED strobe 2s red/white 50m waterproof photo sensor 1 x D cell	38.1	0.4495347172512519	17.127272727272697	60.74999999999997	9330420012231	707	
		50277	Light LED strobe 1.5s red/white 50m waterproof photo sensor 2 x D cell	64.6	0.45018294399099396	29.081818181818207	103.05000000000003	9330420012248	707	
		50279	Light LED flashing 1.5s red 50m waterproof photo sensor 2 x D cell	34.2090909090909	0.4496412436885472	15.381818181818204	54.55000000000002	9330420119589	706	
		50290	Light LED flashing 3sec red pole mount photo sensor solar powered	143.072727272727	0.4499936459524713	64.381818181818	228.19999999999953	9330420148626	708	
		50291	Light LED flashing 3sec yellow pole mount photo sensor solar powered	143.072727272727	0.4499936459524713	64.381818181818	228.19999999999953	9330420148633	708	
		50294	Light LED flashing 1.5s white 50m waterproof photo sensor 4 x AA cell	36.1090909090909	0.45015105740181405	16.2545454545455	57.600000000000044	9330420148909	707	
		50298	Light LED flashing 1.5s red water proof photo sensor solar powered	119.709090909091	0.44972660996355057	53.836363636363984	190.9000000000005	9330420148916	707	
		50312	SAFETY LABEL - FIRST AID 100mm x 30mm 3M ADHESIVE	4.95454545454545	0.6146788990825703	3.0454545454545503	8.8	9330420185669	718	
		50313	SAFETY LABEL - FIRE EXTINGUISHER 100mm x 30mm 3M ADHESIVE	4.95454545454545	0.6146788990825703	3.0454545454545503	8.8	9330420185676	718	
		50314	SAFETY LABEL - FLARES 100mm x 30mm 3M ADHESIVE	4.95454545454545	0.6146788990825703	3.0454545454545503	8.8	9330420185683	718	
		50315	SAFETY LABEL - EPIRB 100mm x 30mm 3M ADHESIVE	4.95454545454545	0.6146788990825703	3.0454545454545503	8.8	9330420187366	718	
		50320	SAFETY LABEL - TURN OFF GAS 100mm x 60mm 3M ADHESIVE	7.09090909090909	0.602564102564108	4.272727272727311	12.50000000000004	9330420185690	718	
		50324	Safety label self adhesive LIFEJACKETS 150 x 25mm	6.27272727272727	0.6086956521739153	3.8181818181818308	11.100000000000012	9330420185706	718	
		50326	Safety Label - Lifebuoy 150mm x 25mm 3M Adhesive	6.27272727272727	0.6086956521739153	3.8181818181818308	11.100000000000012	9330420124828	718	
		50340	SOLAR WARNING LIGHT RED	328	0.4993070953436801	163.77272727272708	540.9499999999998	9330420201581	708	
		50342	SOLAR WARNING LIGHT GREEN	328	0.4993070953436801	163.77272727272708	540.9499999999998	9330420201598	708	
		50344	SOLAR WARNING LIGHT WHITE	328	0.4993070953436801	163.77272727272708	540.9499999999998	9330420201604	708	
		50346	SOLAR WARNING LIGHT YELLOW	328	0.4993070953436801	163.77272727272708	540.9499999999998	9330420201611	708	
		50348	BRACKETS TO SUIT SOLAR WARNING LT	100.8	0.5011724386724407	50.518181818182015	166.45000000000022	9330420201628	708	
		50349	Solar Warning Replacement Battery	64.9636363636364	0.496641477749789	32.26363636363631	106.94999999999999	9330420008784		
		50350	Solar warning light white fixed or flashing mode 100mm diameter	130	0.5	65	214.50000000000003	9330420227406		
		50351	Solar warning light red fixed or flashing mode 100mm diameter	130	0.5	65	214.50000000000003	9330420231595		
		50352	Solar warning light yellow fixed or flashing mode 100mm diameter	130	0.5	65	214.50000000000003	9330420231601		
		50353	Solar warning light green fixed or flashing mode 100mm diameter	130	0.5	65	214.50000000000003	9330420231618		
		50354	Solar warning light blue fixed or flashing mode 100mm diameter	130	0.5	65	214.50000000000003	9330420231625		
		50355	Solar warning light white fixed or flashing mode 170mm diameter	260	0.5	130	429.00000000000006	9330420227413		
		50356	Solar warning light yellow fixed or flashing mode 170mm diameter	260	0.5	130	429.00000000000006	9330420066173		
		50357	Solar warning light red fixed or flashing mode 170mm diameter	260	0.5	130	429.00000000000006	9330420239362		
		50358	Solar warning light green fixed or flashing mode 170mm diameter	260	0.5	130	429.00000000000006	9330420239379		
		50371	Safety equipment boat bailer kit inc V Sheet, Sig Mirror, Torch	26.2545454545455	0.3486842105263131	9.1545454545454	38.949999999999996	9330420237832		
